,name,Title,comment,rating,ratin,,,,,,,,,,
1749,kapilshivpure24 April 2022,THE chart buster,"Just blows your mind.... Can watch as many time as you wish to. The movie is an absolute treat to watch. Especially the music, just a kind one never had came earlier and can not be done again in future.",10-Oct,10,,,,,,,,,,
1750,sameerkhan-1284424 April 2022,Salam rocky bhai,"Kgf Chapter 2 movie hope so bollywood walo ko kuch akal aayi hogi This will go down as the greatest Indian films ever, Storyline was more sublime than ever Grand performance from Yash.",10-Oct,10,,,,,,,,,,
1751,latasuvarna25 April 2022,MIND BLOWING MOVIE,MIND BLOWING MOVIE I LOVED VERY MUCH the rocking star Yash style is mind. Thanks.bbghghguunbbhnnjnnhh nainhqiijukkk. J 8efu uv edunv48fnvn4rn4tnvu4ffen8uvefn nv4funv4f9gn4fnnv8n84tvnfn8urfn8nv8vh4u8f nv4tu8nnuvn8tnv4n8ivn4f8747nb47thv4t vnunb9frunbrfb9rfnb8nu4nbt8ufr uunvh4tbt4nb8u4fn8vut4n4tnn4t8ubn4tub8uf.,10-Oct,10,,,,,,,,,,
1753,iamsathvik25 April 2022,KGF 2 KANNADA,The best south indian movie ever...this movie we me emotional. Now a days south indian film industry is getting too much attention becouse of there best content.and this movie take south indian film industry to the next level.,10-Oct,10,,,,,,,,,,
1754,sibeshjha-9483425 April 2022,sibeshjha1986@gmail.com,"## ROCKY BHAI.... Yes I m Witness of all these things, it was clear that KGF 2 is no less than a phenomenon and everyone believed it to rewrite record books at the box office. Really YOU ARE CEO OF BOX-OFFICE TODAY, Sanju Baba love you Love you for your Ultimate Look, Outfit, - Your Garda Wala Acting ke Liye Sanju Baba you proof that POWERFUL HERO NEEDS POWERFUL VILLIAN🙏🙏",10-Oct,10,,,,,,,,,,
1755,vishnuvenky-3014825 April 2022,top notch,Wonderful movie with full of emotions of action and keeping his classic trend of his attitude in this movie no movie has created large emotions like this movie.,10-Oct,10,,,,,,,,,,
1756,bhagyathangam25 April 2022,Monster movie,I like Kannada and Tamil version.movie is awesome.monster hit and waiting for kgf 3.but climax is so sad.sunjay Dutt amazing performance.anbriv masters hats off super fights and special effects awesome.music director and director is movie basement.,10-Oct,10,,,,,,,,,,
1757,aryansingh-6131526 April 2022,Kgf Chapter 3 is coming........,"The best ever Indian movie ever made.. If Part 2 created such a hype,What part 3 will do P. S-Post Credit scene showed that there will be Part 3.",10-Oct,10,,,,,,,,,,
1758,ss-27014-7641626 April 2022,The best film in a long time which has been released.,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1759,debashishmuni26 April 2022,Kgf 2,"Awesome movie.full of action and positive attitude,worth to watch.",10-Oct,10,,,,,,,,,,
1760,prasannabalakumarr26 April 2022,Rocky rocks,Director prashant neel amazed everyone by proving what we thought was wrong kgf 2 was not a movie it is an emotion.muwic director Ravi basur blasted the bgm .finally yash gave his best performance and he Nailed all the scenes . The 7 year sacrifice of kgf 2 is worth and this movie is a sure mustwatch movie.cant wait to see kgf 3.,10-Oct,10,,,,,,,,,,
1761,jimmypratap26 April 2022,Kgf 2,Super movie. It wast one of the best Indian movie ever made. The editing the story the action scenes were all great. Love Yash acting and sanjal dutt also.,10-Oct,10,,,,,,,,,,
1762,supriyodasrock26 April 2022,Violence violence violence,Whatt a movieeee,09-Oct,9,,,,,,,,,,
1763,ganeshakb27 April 2022,The box office CEO KGF chapter 2,This movie is super overall was experience in of this movie with great sound effects was excellent .The action scenes are excellently shot. Editing by a youth 20years old ujwal kulkarni have edited excellently the VFX by unifi media is done a good overall experience of this movie gave us goosebumps experience.,10-Oct,10,,,,,,,,,,
1764,immrmeee27 April 2022,Exceptional,"Unmatchable movie. Top notch story, top notch characters, top notch acting by everyone, top notch background music. Director has done a tremendous job, Rocky's character is really badass, all of his entries are just mind blowing. Adheera's character makes you feel intimidated everytime he makes his presence in the scene and when Ramina Sen enters the KGF's world she gives you chills. People termed her as a villain but according to me her character is against the protagonist (who is engaged is criminal activities) which doesn't make her a villain I guess. Overall its a movie one should watch at least once in the theater and can watch multiple times because this movie has the potential to keep you on the edge everytime you watch this movie.",10-Oct,10,,,,,,,,,,
1765,amodcando28 April 2022,Rockstar Movie!!!!,It was a really great movie. Enjoyed this fast paced movie. It really will be one of the great movies. Watch in theaters.,10-Oct,10,,,,,,,,,,
1766,prakashnivis28 April 2022,Kgf2 is more than super mass movie,"Kgf2 is 🔥 movie, satisfied more than my expectation, excellent team work, from title card to end card the movie was blasting, thrilling twists, goosebumps, etc , totally enjoyed a lot in this movie.",10-Oct,10,,,,,,,,,,
1767,engsajibball28 April 2022,Just amazing,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1768,ashish-kumar-849195 June 2022,Greatest movie of all time,"Amazing movie. No bollywood movie can compare with KGF 2. I watched this on Amazon and it was very good experience to have watched such great movie. Sanjay Dutt has also performed very greatly and Yash is finest of all Indian actor, we are keenly waiting for KGF 3 so that we can have power pack performance from Rocky,",10-Oct,10,,,,,,,,,,
1769,harinisala29 April 2022,no 1 movie i ever seen,If u dont like action see this movie it makes u biggest fan. I really like this movie the suspence and the twist is vere leval by the if u r bts army like my review bruh annyong byee tata.,10-Oct,10,,,,,,,,,,
1770,amk-8195929 April 2022,best mother son sentiment flim in recent days,"Good screenplay ,direction,editing and best bgm.each actor had did the best and for sure it will collect thousand cr in the box offiice collection.waiting for kgf 3 if it is there and if anyone does not like violence they will feel it boring.",10-Oct,10,,,,,,,,,,
1771,riajikbal29 April 2022,The story is unbelievable,"All I love is Ricky's acting & story & cymetrography. The movie direction is s superb. & it.this movie turned out to be great. It's a story narrated over continuously overlapping action visuals. I should say that the direction, camerawork and editing is excellent. It is on par with 300 and Sin City. The whole direction and medium used to narrate the story is superb and flows smoothly. Usually I get headaches in action movies, but this was well integrated without overpowering you. Its a must watch in a theater. The visuals on a big screen are great. If you understand the origin language - Kannada, you will enjoy the literary dialogue better, but subtitles are fair enough. When I first encountered the trailer I started comparing it with Gangs of Wasseypur. The reason was there it was story started with coal mines and here Gold mines were mentioned. After watching the movie however I got to know K. G. F. To be a kind of different movie. A movie based on a hero (or a villain). The story is a classic portrayal of waging wars against their oppressors. Few scenes made me draw comparisons to Aayirathil Oruvan & Mad Max Fury Road. The BGM along with the freeze frame action sequences worked out well.",10-Oct,10,,,,,,,,,,
1772,itssnehaltiwari30 April 2022,"KGF Chapter 2the rare movie that succeeds on almost every level, where each character, scene, costume, and joke firing on all cylinders to make a film worth repeated viewings.","Oh my god this movie is the best bro i have never seen such a great movie till date And how wonderful was the acting of actor Yash in this. He had entered the whole character and what a tremendous acting he has done And talking about actress Srinidhi, she is a very talented heroine oh my goodness how beautiful she is. Her acting is very good. She is very graceful actress What a wonderful way the movie is directed Sanjay sir and Raveena ma'am also acted very well But after watching this movie it has been proved that Kannada industry has a lot of talent. I have become so much addicted to this movie and the character of this movie And actor Yash is so handsome oh god his personality is very hot His attitude in this movie is superb And on the other hand, he told of a very sweet nature in reality. I have seen many of his interviews, even after getting so much fame, he is down to earth. Omgg I have a crush on Yash after watching this movie I watched some of his earlier movies after this movie and i Swear his acting is very good.",10-Oct,10,,,,,,,,,,
1773,dhyanjyothirmay-8552029 April 2022,Excellent cinematography ...& Direction,"Prashant direction is fabulous , next level cinematography , every actor did there best ... Elevations in the movie is good and it has a perfect timing ....",10-Oct,10,,,,,,,,,,
1774,pradeep-2467229 April 2022,Rocking star yash,This is truly a block buster! Hats off to Yash and the whole crew. I watched it multiple times already. Good movies in namma Kannada. Can't wait to see Chapter 3. Cheers.,10-Oct,10,,,,,,,,,,
1775,mnkrahman29 April 2022,Unlimited action..Unlimited love,A fully detailed..and well scripted movie. I have no words to say about KGF_2 . Its a masterpiece of 2022.,10-Oct,10,,,,,,,,,,
1776,gchiranjib1 May 2022,Expectations Overpassed !,"Well the feel you get from the start to end of the movie of the vibe of the main role Rocky aka Yash is totally different from the other Gangster movies. The vibe , the feel , the scenes will really be giving you goosebumps. Hope you all watch and enjoy.",09-Oct,9,,,,,,,,,,
1777,manojmahant-2582530 April 2022,Rocking 🌟 YASH,Super'b Faadu movie. 3 time Dekha fir bhi har baar bahot maza aaya.,10-Oct,10,,,,,,,,,,
1778,rakeshchess30 April 2022,Cinematography at its best,"Crossed my expectations , Yash got more dialogues and everyone's acting was up to their mark . I watched the movie twice in theatre . Still can't get out of that mood . The BGM is not as good compared to KGF 1 , but still one of the finest in Indian movie industry, far more better than RRR.",10-Oct,10,,,,,,,,,,
1779,axayhh30 April 2022,Best indian movie ever,Very nice.. Z Zz,10-Oct,10,,,,,,,,,,
1780,shashankkumarsharma-6768930 April 2022,Decent Story but terrible dubbing. Waste of money to watch it in theatre,"I watched K. G. F:Chapter 2 in Tamil and I found the story moving forward in a decent way. However, the story was not as engaging as it was in the prequel.",06-Oct,6,,,,,,,,,,
1781,nrjaps1 May 2022,Awsme movie,Salaam rocky bhai ..... Rocky bhai awmse in great act did by yash sir. Must watch.watch in threater..plus south Indian industry doing soo good that bollywood should ban in india.,10-Oct,10,,,,,,,,,,
1782,nitindhurve-5330430 April 2022,Greatest Indian movie in history,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1783,narasimhavnmh1 May 2022,Excellent movie,"Movie making, cinematography, dialogues , acting everything is awesome ever before never after. Worth watching Salam Rocky bhaiiii...... Reena Reena Reena what sweet character and costumes given to her get beautiful wearing by Reena. Sanjay Dutt your awesome , real villain . Ramika from masth masth hudugi to Guske maarenge transformation 🔥 unknowingly fell in love with her. Prashant neel the best director ,Ravi basrur magician .......",10-Oct,10,,,,,,,,,,
1784,hmhrid1 May 2022,Juat outstanding,"Its very awesome movie.. In this movie yash acting outstanding.. So lovely all characters and their acting.. When i saw chapter 1 thats i cannot waiting for 2nd part.. Because of this movie story line.. Kgf, yash attitude monster look which is very impressive.. After rajamuli sir release bahubali, rrr then prasant nil release kgf... Jo suhime masterprice hai... I am very big fan for yash and prasant nil sir.. Waiting for chapter 3...",10-Oct,10,,,,,,,,,,
1785,ramp-774671 May 2022,#Monstervoltagepower movie,Kgf 2 movie is the best in all over the world. Even mcu can't create like this kind of emotion & style personality. Anyin this word movie can't beat kgf series.,10-Oct,10,,,,,,,,,,
1786,zadbusy1 May 2022,Rockys territory is not ended ....,Best movie to learn something great till our last breath..........great words given by a great mother... Then try to watch it not for comedy..and this is my review on imbd..,10-Oct,10,,,,,,,,,,
1787,jasshowstopper2 May 2022,I was wrong about South Indian Cinema,This has to be one of the greatest movies ever made in India. Never felt like I was watching an Indian movie. There are some songs and some dancing but it's very limited and only to satisfy diehard Indian movie fans. Best Indian movie experience in a theater for me.,10-Oct,10,,,,,,,,,,
1788,janyrebecca3 May 2022,Wow! a masterpiece!!,Had seen KGF 1 by chance on TV without any expectations. Post seeing Yash's performance definitely wanted to see KGF 2 in theatre.,09-Oct,9,,,,,,,,,,
1789,preetiverma-120853 May 2022,Vaibhav,Warning: Spoilers,10-Oct,10,,,,,,,,,,
1790,amythkumarsarvan3 May 2022,Gjb ki movie full paisa wasool,After surpassing all expectations I definitely tell you that this movie is Superb at mass level.. Top notch at performance and music department... Addictive at world building... Gut wrenching at action department and Kingmaker as a part 2.... Also don't miss the end.. Now tsunami will come again 🔥,10-Oct,10,,,,,,,,,,
1791,niteshsaini-153703 May 2022,Gjb ki movie,"SPONSORED Reviews: K. G. F: Chapter 2 Poster K. G. F: Chapter 2 (2022) User Reviews (1,536) Add a Review sammyaklagade14 April 2022 10/10 The Finest Part 2 ever This will go down as the greatest Indian films ever, Storyline was more sublime than ever Grand performance from Yash, bit illogical fights but yes anything comes under fiction and if you're getting a story like this then nothing comes close KGF 2 - surely A MASTERPIECE.",10-Oct,10,,,,,,,,,,
